x,y
11.164158226456493,41.446181528293344
13.739613356301561,49.46467216688082
14.918973675230518,48.71085061854565
14.135410725139081,47.10242761308049
7.292031113756821,18.820266388760622
4.251893141772598,14.190642588310213
3.7731855176389217,14.104810764951502
7.548827561549842,34.19583374546984
7.454492597607896,30.352841093684088
4.776687144767493,13.762819077202176
14.43334240349941,50.85111565689674
9.511490523582324,26.666027562510664
1.9115009706001729,10.890121434802046
6.345704906852916,26.439980450180528
13.714753644308075,57.235747917525835
7.016885000048205,25.930026672038824
13.622537181945518,43.94303405096796
8.966149255866185,30.814874938467334
9.476142239291221,29.70649470162082
13.037374780979007,40.19708131968195
7.541247338522226,26.475187349740487
14.754526721080765,45.68406772045081
4.8657904111314565,17.384614336125736
7.220624227775261,26.32496367951016
5.354806162649766,17.945815368653534
9.412165260873735,31.021688793389433
11.124002857832238,34.576260958600805
8.489502259762958,23.315471526200398
14.711797598283738,54.26648284744
8.652191032888368,29.529262142200572
6.585630776826292,26.546847727743568
3.428995425347239,5.437145189459473
1.2323709845077246,5.03519341615714
12.753973826766014,46.729342545742846
3.519918923266232,11.836342456862559
14.822511702077463,49.439578944283255
9.028463187860325,26.787241605225724
14.981112121604383,61.226591152272356
5.633990649366751,22.90807547362611
8.32689946400933,37.43249968952317
6.441659443080425,22.301940311933386
8.63816671189852,26.212720325623142
6.4876109606120735,14.491436665912413
3.3726864599157125,8.286634808288166
1.2747710652183741,5.465729284228276
9.559473894769326,37.57066297954445
6.4652455563191324,23.24558556681676
1.0907414043322206,-2.1512207894760538
12.036030289018527,44.266074625288155
4.879174550296739,8.338688796787109
