"x","y"
10.5978326650802,36.0601554956759
5.67276308778673,24.1161887462382
8.66865561925806,35.8227740617371
7.45584051590413,15.9196205733716
12.3771618003957,34.2971882061254
12.1870379406027,42.0099456306991
12.1595958480611,40.9468348308391
4.40835179295391,13.1335799508383
8.41717777890153,31.6949137166799
7.62898391112685,29.532909678235
9.24057659693062,29.0869625805727
5.29496487113647,10.6365626387055
2.79980054707266,8.62183157227728
1.94377491949126,1.86892051954572
6.9033397862222,23.8601069141287
5.89763278258033,12.0049627993295
12.2540036716964,37.9041612739443
14.7624314704444,48.8282455846527
2.74397314991802,11.253969104913
9.40238104434684,32.3222184589419
7.52802816568874,22.966626067294
4.54124396201223,15.5448870247955
11.5666742180474,43.542450726093
12.2241745702922,39.5984084215926
2.90803024079651,5.85705653948095
8.85895484942012,30.8635097408065
0.952982181916013,14.9931008528399
12.2832200978883,51.0125496752525
8.36262054741383,34.5974267377663
1.70226610265672,8.57304873860762
3.47616242710501,12.0751426469937
14.3404780968558,58.3124058639459
12.8915499779396,46.6469105425796
3.3575543272309,13.3406860019408
10.5512590461876,32.0634208480902
1.37212258880027,5.84518310958151
4.20208925264888,20.7123728407931
10.7793584000319,33.2031482707675
14.6691880328581,54.5778347910599
3.18944154772907,11.0640644895583
5.33106406219304,18.5726845461353
2.42777602979913,8.57800982015441
1.88917992054485,8.55916534100051
9.88285844796337,32.1250513810337
8.3652355230879,25.4885601518808
14.8794955189805,46.9889161411673
7.14108121348545,27.8942059150552
3.68259823531844,12.7635862386555
1.72770752571523,8.66022454710438
3.99883407982998,15.0131597963576
